Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Voice service usage,Voice Service Groups,Equipment monthly usage,Monthly data usage,Data Usage Groups,Streaming hours,Streaming Groups,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services,CARTsegments,kmeans_segment,Customer Activity
4048-TDAQGT-9Y6,Male,Northeast,Medium,55 to 64,Some High School,No,Labor,36,No,327000,11.7,Married,2,72,6,Veteran,302.1,High,0,0,None,16,Low,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,Home computer,1,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,8,5,Moderate
4336-AZJUON-KO0,Male,West Coast,Extra Large,65 to 74,Post Secondary,Yes,Professional,9,No,30000,6.9,Married,2,40,3.333333333,Established,37.2,Moderate,0,0,None,24,Moderate,"Family plan, Home internet plan",2,"Video streaming, Financial News streaming",2,"Home computer, Smart device, Smart home device",3,"IoT device support, Virtual assistant service, Cloud backup",3,5,3,Moderate
5495-XNMJLP-GBP,Male,Southwest,Extra Large,65 to 74,Post Secondary,Yes,Professional,21,Yes,96000,15.6,Married,2,70,5.833333333,Veteran,73.65,High,0,0,None,22,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,"Cloud storage, Virtual assistant service, Cloud backup",3,7,2,Moderate
9844-JTMVSQ-J5G,Male,Midwest,Medium,55 to 64,Post Secondary,Yes,Crafts,29,No,143000,10.9,Unmarried,1,69,5.75,Veteran,55.5,High,54.4,0,None,21,Moderate,"International plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Smart home device",3,"Cloud storage, Virtual assistant service, Cloud backup",3,7,6,Moderate
6960-IEHYJM-SCB,Female,West Coast,Small,18 to 24,Post Secondary,No,Sales,0,No,25000,6.8,Unmarried,1,7,0.583333333,Newcomer,10.95,Low,35.95,30.8,Moderate,33,High,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Cloud backup",3,1,3,Moderate
2566-HGSGRK-ROU,Male,Midwest,Small,55 to 64,Post Secondary,No,Sales,7,No,68000,6.5,Unmarried,1,56,4.666666667,Loyal,59.85,High,61.9,74.8,High,19,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,7,6,High
7164-HJCLUK-29N,Female,Midwest,Medium,65 to 74,No High School,No,Professional,16,No,78000,12.7,Married,2,72,6,Veteran,140.1,High,0,0,None,16,Low,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,Smart home device,1,"Cloud storage, Virtual assistant service, Cloud backup",3,8,5,Moderate
5052-NKTQMH-BKA,Female,Northeast,Medium,35 to 44,Post Secondary,Yes,Sales,2,No,38000,6.5,Unmarried,1,17,1.416666667,Emerging,19.8,Low,0,0,None,16,Low,No plans,0,No subscriptions,0,"Home computer, Smart device, Gaming console",3,No devices,0,2,4,Low
8802-ZPAEGX-52Q,Male,Midwest,Small,55 to 64,Post Secondary,No,,7,No,56000,27.7,Married,3,54,4.5,Loyal,31.35,Moderate,0,0,None,17,Low,"International plan, Family plan",2,Financial News streaming,1,Gaming console,1,No devices,0,5,2,Low
0309-KOSUPM-CSV,Male,West Coast,Medium,25 to 34,Post Secondary,Yes,Professional,5,No,65000,14.1,Unmarried,1,10,0.833333333,Newcomer,11.1,Low,32.95,0,None,20,Moderate,Home internet plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,Cloud backup,1,1,4,Low
8514-TCRHWV-DPM,Male,Midwest,Small,Over 75,Some High School,No,Crafts,28,Yes,17000,20.8,Unmarried,1,26,2.166666667,Established,46.05,Moderate,0,0,None,16,Low,International plan,1,No subscriptions,0,No devices,0,No devices,0,6,1,Low
7441-RFDNVF-7SP,Male,Midwest,Large,55 to 64,Post Secondary,Yes,Professional,11,No,62000,17.5,Married,2,72,6,Veteran,220.65,High,44.55,0,None,16,Low,"International plan, Family plan",2,"Equipment, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0,8,5,Moderate
1150-ESKSKG-FRM,Male,Northeast,Small,Over 75,Some High School,No,Sales,11,Yes,11000,8,Unmarried,1,42,3.5,Established,34.35,Moderate,0,0,None,21,Moderate,International plan,1,No subscriptions,0,No devices,0,No devices,0,5,1,Moderate
7196-SOFWOP-3K6,Male,Northeast,Small,65 to 74,Post Secondary,Yes,Professional,0,Yes,108000,9.3,Married,2,69,5.75,Veteran,67.95,High,0,0,None,23,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1,7,2,Moderate
9083-WGKZAH-8XR,Female,Southeast,Medium,18 to 24,Post Secondary,Yes,Sales,0,No,19000,7.6,Unmarried,1,1,0.083333333,Newcomer,6.3,Low,25.55,0,None,27,Moderate,Home internet plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,IoT device support,1,1,4,Low
8552-ZQJYEJ-BW1,Male,Midwest,Extra Large,65 to 74,Post Secondary,Yes,Sales,6,Yes,26000,11.1,Unmarried,1,70,5.833333333,Veteran,204.3,High,35.8,0,None,12,Low,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0,8,5,Moderate
3686-HKVHPL-GU6,Female,Northeast,Mega-City,65 to 74,Post Secondary,Yes,Sales,3,No,21000,21.2,Unmarried,1,62,5.166666667,Veteran,30.6,Moderate,0,0,None,27,Moderate,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,Gaming console,1,Virtual assistant service,1,5,2,Moderate
4923-DBKSJV-D3H,Female,Southwest,Medium,45 to 54,Post Secondary,No,Service,10,No,82000,7,Married,2,14,1.166666667,Newcomer,6.75,Low,31.35,0,None,20,Moderate,"International plan, Home internet plan",2,"Equipment, Video streaming",2,"Home computer, Smart device, Gaming console, Smart home device",4,IoT device support,1,1,4,Low
4588-ODXEGS-UGY,Female,Southeast,Small,35 to 44,Post Secondary,Yes,Crafts,13,No,60000,12.5,Married,2,70,5.833333333,Veteran,96.9,High,0,0,None,20,Moderate,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,Smart device,1,Cloud backup,1,8,2,Moderate
2689-VYLAYC-OSJ,Female,West Coast,Large,55 to 64,Some High School,Yes,Labor,21,No,100000,5.9,Unmarried,1,63,5.25,Veteran,60,High,0,0,None,18,Moderate,International plan,1,Financial News streaming,1,No devices,0,No devices,0,7,2,Moderate
1086-IKBULJ-52W,Female,Northeast,Large,35 to 44,Post Secondary,Yes,Professional,8,No,81000,10.9,Married,2,1,0.083333333,Newcomer,4.2,Low,0,0,None,15,Low,No plans,0,No subscriptions,0,Smart device,1,No devices,0,1,1,Low
3149-SOXJIB-AZ6,Male,Southeast,Large,65 to 74,Post Secondary,No,Service,9,No,34000,17.3,Unmarried,1,36,3,Established,19.2,Low,0,0,None,23,Moderate,"International plan, Home internet plan",2,Video streaming,1,"Home computer, Gaming console",2,"Virtual assistant service, Cloud backup",2,3,4,Low
0198-MUHWOZ-918,Female,Northeast,Small,25 to 34,Post Secondary,No,Sales,1,No,23000,10.3,Unmarried,1,8,0.666666667,Newcomer,15.45,Low,0,0,None,14,Low,Home internet plan,1,No subscriptions,0,"Home computer, Smart device",2,No devices,0,3,4,Low
4487-UIOHOC-Y6X,Male,Northeast,Large,65 to 74,Post Secondary,No,Professional,11,No,107000,14.1,Unmarried,1,56,4.666666667,Loyal,38.25,Moderate,0,0,None,24,Moderate,"Family plan, Home internet plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,5,3,Moderate
3319-BOOXCD-PSQ,Female,West Coast,Mega-City,65 to 74,Post Secondary,Yes,Professional,17,No,66000,6.9,Married,2,65,5.416666667,Veteran,67.5,High,0,0,None,21,Moderate,"International plan, Family plan, Home internet plan",3,"Financial News streaming, Mobile security",2,"Home computer, Smart device",2,No devices,0,7,2,Moderate
3630-CTGBIF-YIX,Female,West Coast,Mega-City,55 to 64,Some High School,No,Professional,31,No,107000,3.6,Unmarried,3,63,5.25,Veteran,34.8,Moderate,0,0,None,22,Moderate,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,Cloud backup,1,5,2,Moderate
2594-FSOPWS-H02,Male,Midwest,Extra Large,55 to 64,Post Secondary,Yes,Sales,3,No,69000,3.5,Unmarried,1,45,3.75,Loyal,23.4,Low,28.6,0,None,18,Moderate,"International plan, Home internet plan",2,"Equipment, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0,3,4,Low
3335-MFSNGA-J31,Female,Northeast,Extra Large,65 to 74,Some High School,Yes,Service,29,No,224000,2.6,Unmarried,1,71,5.916666667,Veteran,86.4,High,0,0,None,16,Low,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,8,2,Moderate
3239-YTOCDY-213,Male,Southwest,Extra Large,55 to 64,Post Secondary,Yes,Labor,21,Yes,28000,8.1,Married,2,68,5.666666667,Veteran,70.8,High,39.45,0,None,19,Moderate,"International plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Cloud backup",3,7,3,Moderate
1226-OKZENG-YMZ,Female,West Coast,Mega-City,55 to 64,Post Secondary,Yes,Sales,3,No,31000,0.9,Married,2,26,2.166666667,Established,30.3,Moderate,28.7,0,None,28,Moderate,International plan,1,"Equipment, Video streaming, Financial News streaming, Mobile security",4,Smart device,1,"Virtual assistant service, Cloud backup",2,5,2,Moderate
1946-CHZAKX-7PK,Male,Southeast,Medium,35 to 44,Post Secondary,No,Sales,1,No,32000,10.1,Married,2,26,2.166666667,Established,15.75,Low,0,0,None,25,Moderate,No plans,0,No subscriptions,0,"Smart device, Gaming console",2,No devices,0,2,1,Low
1587-LHMXIB-2NP,Male,Northeast,Small,45 to 54,Some High School,Yes,Agriculture,29,No,82000,4.8,Unmarried,1,59,4.916666667,Loyal,48.9,Moderate,0,0,None,18,Moderate,International plan,1,"Financial News streaming, Mobile security",2,No devices,0,Cloud backup,1,6,2,Moderate
8916-LWSVNK-W0Q,Female,Southwest,Medium,35 to 44,Completed High School,Yes,Crafts,8,No,54000,9.6,Married,2,8,0.666666667,Newcomer,11.4,Low,0,0,None,14,Low,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Cloud storage, Virtual assistant service, Cloud backup",3,1,1,Low
3755-JZHSNC-YVQ,Female,Northeast,Mega-City,45 to 54,Some High School,No,Crafts,19,No,42000,3,Married,2,72,6,Veteran,176.55,High,0,0,None,21,Moderate,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,Home computer,1,Virtual assistant service,1,8,5,Moderate
6055-WFKEYT-97B,Male,Southwest,Mega-City,35 to 44,Post Secondary,No,Labor,13,No,58000,7.5,Unmarried,1,18,1.5,Emerging,17.7,Low,26.65,0,None,20,Moderate,"Family plan, Home internet plan",2,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0,3,4,Low
4898-VWAWIL-UWT,Female,Northeast,Small,45 to 54,Post Secondary,No,Professional,3,No,73000,4.6,Unmarried,1,59,4.916666667,Loyal,90.3,High,0,28.25,Moderate,18,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,Cloud backup,1,8,6,Moderate
0161-ZGCKJD-1M2,Male,Southwest,Large,55 to 64,Post Secondary,No,Professional,6,No,36000,14.1,Unmarried,1,5,0.416666667,Newcomer,19.2,Low,29.45,0,None,20,Moderate,Home internet plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,IoT device support,1,3,4,Low
3330-YCHJNM-YA1,Female,Northeast,Large,65 to 74,Post Secondary,Yes,Sales,3,No,51000,6.7,Unmarried,1,62,5.166666667,Veteran,78.3,High,55.4,44,Moderate,15,Low,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,8,6,Moderate
0481-RFVYIH-H7J,Male,Southwest,Large,Over 75,Post Secondary,Yes,Agriculture,28,Yes,27000,6.2,Married,2,70,5.833333333,Veteran,85.35,High,0,0,None,23,Moderate,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,Smart device,1,"Cloud storage, Virtual assistant service, Cloud backup",3,8,2,Moderate
9830-UFEBRB-WOE,Male,Southwest,Large,65 to 74,Some High School,Yes,Agriculture,34,Yes,36000,10.5,Unmarried,1,30,2.5,Established,40.8,Moderate,0,0,None,16,Low,No plans,0,No subscriptions,0,No devices,0,No devices,0,4,1,Low
3912-EDPWEY-1ZP,Female,Midwest,Large,35 to 44,Post Secondary,Yes,Sales,1,No,59000,5.9,Unmarried,1,48,4,Loyal,25.35,Low,0,0,None,24,Moderate,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Gaming console",2,No devices,0,3,4,Low
4629-OUAIRK-MZH,Male,West Coast,Medium,Over 75,Post Secondary,Yes,Service,35,Yes,41000,14,Married,2,61,5.083333333,Veteran,26.7,Low,0,0,None,17,Low,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,Home computer,1,"Virtual assistant service, Cloud backup",2,3,2,Low
9024-QQZDBM-RN4,Male,West Coast,Extra Large,Over 75,Post Secondary,Yes,Professional,18,No,59000,3.4,Unmarried,1,71,5.916666667,Veteran,55.35,High,0,0,None,23,Moderate,"International plan, Family plan, Home internet plan",3,"Financial News streaming, Mobile security",2,Home computer,1,"Cloud storage, Virtual assistant service",2,7,2,Moderate
1608-DQBMUD-AB8,Male,Midwest,Medium,55 to 64,Post Secondary,Yes,Professional,11,No,128000,20.5,Unmarried,1,67,5.583333333,Veteran,54.45,Moderate,71.7,68,High,21,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,6,6,Moderate
4284-HHTPTO-Q5J,Male,Southeast,Small,25 to 34,Post Secondary,Yes,Service,4,No,54000,9.6,Married,4,31,2.583333333,Established,34.5,Moderate,31.9,18.15,Low,13,Low,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,Home computer,1,No devices,0,5,2,Low
6828-JEJYIH-3EI,Female,Southeast,Medium,35 to 44,No High School,Yes,Professional,8,No,44000,10.6,Unmarried,1,29,2.416666667,Established,16.35,Low,0,0,None,25,Moderate,International plan,1,Mobile security,1,No devices,0,"Virtual assistant service, Cloud backup",2,3,1,Low
9723-VUGZBJ-ZQA,Male,Midwest,Large,18 to 24,Post Secondary,No,Service,0,No,15000,10.9,Unmarried,1,2,0.166666667,Newcomer,12.15,Low,0,0,None,24,Moderate,No plans,0,No subscriptions,0,"Smart device, Gaming console",2,No devices,0,1,1,Low
8520-MLQCDY-K1Y,Male,Southeast,Medium,25 to 34,Post Secondary,No,Professional,0,No,17000,2.2,Unmarried,2,17,1.416666667,Emerging,20.85,Low,0,0,None,12,Low,"International plan, Family plan",2,No subscriptions,0,Gaming console,1,"Virtual assistant service, Cloud backup",2,3,1,Low
6088-TDDVGT-XO0,Male,Southwest,Small,65 to 74,Post Secondary,No,Crafts,33,Yes,59000,2.1,Unmarried,1,60,5,Loyal,29.1,Moderate,0,0,None,23,Moderate,"International plan, Home internet plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart home device",2,"IoT device support, Virtual assistant service, Cloud backup",3,5,2,Moderate
8775-VURAWW-OS0,Male,Southwest,Medium,35 to 44,Post Secondary,No,Service,6,No,57000,14.3,Unmarried,1,27,2.25,Established,13.8,Low,26.5,0,None,18,Moderate,No plans,0,"Equipment, Video streaming, Mobile security",3,Gaming console,1,Cloud backup,1,1,1,Low
9852-FJWQJI-KV7,Male,Southwest,Large,55 to 64,Completed High School,Yes,Sales,4,No,29000,7.2,Unmarried,3,14,1.166666667,Newcomer,17.85,Low,0,0,None,16,Low,International plan,1,Mobile security,1,Gaming console,1,Cloud backup,1,3,1,Low
5645-BCARMI-G7Z,Male,Midwest,Extra Large,65 to 74,Post Secondary,No,Labor,18,Yes,12000,12.7,Unmarried,1,25,2.083333333,Established,26.4,Low,0,0,None,25,Moderate,Family plan,1,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,"Cloud storage, Virtual assistant service, Cloud backup",3,3,1,Low
7414-PZJWWB-D1D,Male,Southeast,Small,65 to 74,Post Secondary,No,Crafts,25,Yes,9000,19.7,Unmarried,1,50,4.166666667,Loyal,43.8,Moderate,22.65,0,None,0,Low,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0,5,2,Low
2578-QQXNBH-3G2,Male,Southeast,Medium,25 to 34,Post Secondary,Yes,Crafts,6,No,85000,8.2,Married,4,11,0.916666667,Newcomer,17.4,Low,0,0,None,14,Low,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Smart device,1,"Virtual assistant service, Cloud backup",2,3,1,Low
9334-IUMUSE-FAI,Male,Northeast,Medium,45 to 54,Some High School,Yes,Sales,3,No,25000,6.8,Unmarried,2,15,1.25,Emerging,11.7,Low,0,0,None,18,Moderate,International plan,1,No subscriptions,0,No devices,0,No devices,0,1,1,Low
1866-UGNVHM-6F1,Female,Southwest,Small,35 to 44,Completed High School,Yes,Labor,12,No,48000,18.5,Married,3,70,5.833333333,Veteran,75.6,High,0,0,None,27,Moderate,International plan,1,"Video streaming, Mobile security",2,No devices,0,Cloud backup,1,7,2,Moderate
6170-RWXBEX-2CR,Male,Midwest,Large,18 to 24,Post Secondary,No,Sales,0,No,29000,7.2,Married,4,9,0.75,Newcomer,27.15,Low,0,0,None,17,Low,No plans,0,No subscriptions,0,"Home computer, Smart device",2,No devices,0,2,1,Low
2447-WXAAQB-6K7,Female,Southwest,Large,25 to 34,Post Secondary,Yes,Sales,0,No,64000,3.7,Married,5,34,2.833333333,Established,29.25,Moderate,0,0,None,17,Low,International plan,1,No subscriptions,0,No devices,0,No devices,0,5,1,Low
2583-FMHHBW-E5N,Female,Southeast,Small,18 to 24,Post Secondary,No,Labor,0,No,13000,12.4,Unmarried,2,2,0.166666667,Newcomer,6.9,Low,0,0,None,0,Low,International plan,1,"Video streaming, Mobile security",2,"Home computer, Smart device",2,"Virtual assistant service, Cloud backup",2,1,4,Low
5097-JIRHCW-CFG,Male,Midwest,Small,55 to 64,Completed High School,Yes,Service,21,No,131000,5.3,Married,3,51,4.25,Loyal,36.15,Moderate,0,0,None,21,Moderate,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,Virtual assistant service,1,5,2,Moderate
